inv_elyptical_density;length_ratio;NRes
15.6394752674;1.52905036256;64.0
15.401221737;1.55444650796;76.0
18.7269956517;1.7486547784;197.0
19.3425494379;1.57903997972;196.0
16.5907583003;1.84944315006;326.0
20.0776561502;2.04439637455;107.0
18.3074841016;1.48660278403;400.0
13.0487103014;1.58289303593;28.0
15.2717683194;1.63151261223;102.0
19.1507160965;2.11244016322;258.0
15.371179708;2.21727133147;42.0
16.0751175759;1.52248777173;56.0
15.4591195379;1.34376837866;386.0
18.7440589412;2.43460109129;247.0
14.6279829824;1.46771856729;107.0
14.3763966314;1.68841126783;79.0
16.5898043703;1.66974785566;91.0
15.6760250868;1.37855736383;435.0
18.8673403283;1.68466733993;378.0
16.1062437239;3.94815227458;36.0
17.3237796214;1.96985153177;212.0
14.5441758135;1.71832265616;216.0
15.3085966875;1.2569504941;295.0
17.8038025868;2.15347393758;135.0
16.2505898933;1.64444069055;60.0
16.0562190061;1.50860864193;168.0
19.0664636101;1.23245835085;265.0
14.9322984506;1.38502111338;98.0
18.6684186244;1.46273813169;97.0
16.8051624183;1.79144318913;60.0
21.3808878148;4.3676241868;162.0
16.1586491683;1.80720121774;123.0
17.9806712699;1.1716217158;183.0
23.0876006303;1.28875264614;110.0
17.7077989356;2.43719079184;65.0
15.119375948;1.94725450907;113.0
15.7639269888;1.3161084156;145.0
14.5119832357;1.4332768752;85.0
17.308546078;1.51448949098;101.0
18.726420637;1.39485328807;131.0
17.6235108261;2.02601309612;361.0
19.2906977999;1.82049425867;252.0
15.3598520289;1.76722211382;136.0
15.9173416245;1.73897173025;106.0
16.4382772558;1.51953486282;200.0
15.5494451058;1.32864724227;46.0
13.9725847699;1.95245546441;87.0
17.8750506512;1.62073758818;110.0
17.918210756;1.53491937535;85.0
16.447144187;1.95716860333;129.0
14.3529211356;1.52062857245;207.0
16.083161653;2.08818826109;93.0
16.736264384;1.72099487531;62.0
16.0960258439;1.59718116554;185.0
16.104269408;1.20163966993;130.0
15.9912612344;1.43525620701;243.0
21.067410093;1.47260072082;476.0
14.2789250003;1.40572774655;64.0
17.7236234192;1.57028180913;271.0
17.6651452947;1.81918978698;70.0
23.9043517174;1.38123665515;118.0
21.6406061644;2.08449661776;454.0
15.8137569108;1.65681703797;119.0
20.8073879529;4.41330944606;382.0
16.9105078927;1.52112086353;70.0
12.8430836393;1.41830294019;31.0
14.2791336241;1.59923312616;223.0
17.0843597318;1.56767491085;145.0
16.4869289191;2.24058767804;148.0
19.8654828303;2.1617509791;140.0
15.0171266199;1.80149268446;418.0
18.1234475918;1.38216284263;84.0
19.7978033675;2.81556094609;173.0
17.5360444666;1.94740056079;96.0
18.5695249264;1.82580384378;263.0
16.0890654464;1.57438409347;205.0
17.8923282486;1.77659707672;153.0
16.3766721611;1.52473940711;283.0
17.0753090661;1.46643628069;133.0
17.8643844451;1.81388991621;124.0
23.6210610824;1.74707505541;63.0
20.2868127147;2.63535033828;206.0
15.3625329905;1.47324677325;62.0
15.965030342;1.96161692798;37.0
18.2658343828;1.94992066429;156.0
26.7241574163;2.06823204486;141.0
16.6712191102;1.92476063248;67.0
17.718276101;1.9656097848;374.0
16.9561970956;1.35942483822;68.0
14.7522924181;1.42673155374;213.0
15.1039329839;1.96673754042;83.0
18.2144668988;2.52684589034;216.0
16.1480989946;1.38241547022;242.0
16.6298613812;2.15182705808;145.0
21.6332689171;1.44222695681;460.0
14.501962017;1.28610586556;357.0
18.5883963209;1.47775950497;52.0
15.4261464248;1.28611004196;379.0
14.5368741575;1.48164163149;40.0
15.3551002922;2.00470361472;108.0
16.9471908014;2.49477969235;76.0
15.8878251278;1.75288753907;306.0
18.9283621524;1.99939636562;221.0
21.9291927388;2.85823340756;92.0
16.4568303358;1.70143479768;247.0
24.3476837548;2.15513323433;59.0
21.8832461651;2.14071909235;61.0
15.8048072389;1.75654662931;73.0
17.7045578101;2.22695100714;173.0
24.6706303751;4.068682738;170.0
14.5255056788;1.34725825946;22.0
15.9490639382;1.57270564753;285.0
15.9639774203;1.55248880952;155.0
18.2369901209;2.45032657271;46.0
14.587295817;1.94260488585;56.0
13.333014152;1.90205377403;32.0
16.1540357532;1.45304645024;107.0
16.4926303964;1.56961676179;125.0
16.2427257901;1.75757501759;99.0
18.5072257912;1.4198118278;296.0
16.4165198686;2.22891924161;31.0
20.4294229285;2.08978302272;120.0
14.4331017544;4.44518682102;56.0
16.7097854282;1.2665978401;151.0
22.35791109;1.62083008208;220.0
18.4727397163;1.72789130163;69.0
14.5794117518;1.42247938842;108.0
15.6565409592;1.75080418946;136.0
15.0559786191;1.85289847078;79.0
14.9274668332;1.33305663291;194.0
19.9321897213;3.33860456502;60.0
15.8882528492;1.73333327909;113.0
15.9418088651;1.75881165555;200.0
17.8474579025;1.52218892858;78.0
15.2147120713;2.32238543982;39.0
18.0680707283;1.41386502275;308.0
17.0288781396;2.67978831827;50.0
25.0701832533;1.71250200992;182.0
17.3642877149;1.9171043217;78.0
14.2142009634;1.78087489797;128.0
15.953835047;1.58829867825;64.0
17.0538089764;1.19252192987;210.0
16.1740594651;2.0062703575;124.0
15.6804402298;1.66695456461;359.0
15.5355904781;1.87618889388;114.0
17.3039203048;2.4117650011;288.0
14.962809018;1.55591021244;197.0
17.6384332789;1.62762980578;399.0
13.8332776702;1.51934475725;24.0
18.2846616481;2.28515995783;49.0
15.9745174772;1.34696088667;96.0
14.9767400973;1.59486441906;98.0
17.8051598116;2.22362030631;315.0
15.8369068688;1.43540450395;252.0
19.9960771762;2.1438931944;178.0
16.2887656428;1.76696190233;80.0
17.366349593;1.18411034882;187.0
14.8786082095;1.92122135651;142.0
18.6489376081;2.1523375724;109.0
15.4706763106;2.26710643074;61.0
20.1843591502;2.4430543642;53.0
16.0271129463;1.67758737094;121.0
13.6829948765;1.64911843319;58.0
16.4310080375;1.58508410932;131.0
12.5372849296;1.91961130052;40.0
15.1707238735;1.82413646884;42.0
18.2723988821;2.11936978998;65.0
23.8322887318;2.32105015679;148.0
17.6231354103;1.70266939167;104.0
18.4683485368;2.55806144461;177.0
18.6137474108;1.49296638782;186.0
13.9973503021;2.18862761532;61.0
14.7959441877;1.23844922083;68.0
14.8715555453;1.34413275862;67.0
15.0231794206;1.48473315283;64.0
18.0598527979;1.81863388693;116.0
17.185871777;1.64819191788;227.0
14.7595347935;2.51467147139;61.0
17.9889259218;1.56995071588;185.0
16.3357835465;2.24718160767;123.0
20.3807333837;3.4503163402;250.0
16.3185402449;1.74209230853;185.0
19.6081050103;2.0331147293;139.0
14.4726675766;1.26400262633;182.0
16.2687148229;1.78364651139;147.0
15.7941838525;1.8987900966;200.0
17.0326962152;2.24038411013;164.0
15.6403781862;1.36559762262;72.0
16.389292884;1.34405606113;166.0
16.5283440712;1.68060779971;104.0
15.7221458399;1.93119164071;309.0
16.1716662188;1.78400831624;135.0
17.0320190484;1.48083942401;211.0
18.1081141448;1.54903649413;345.0
16.1615593583;1.48858461513;274.0
18.339516052;2.41277462255;103.0
16.689115329;1.76704428132;77.0
17.5521566348;1.52274187952;88.0
17.2883776307;1.33705887785;351.0
14.9567015278;1.49652243881;175.0
14.4766040274;1.47197478962;43.0
17.1819551883;1.95025930143;336.0
17.4573324792;1.11902825569;159.0
19.0561984167;2.25323367324;162.0
16.501767018;1.44002753154;157.0
15.9403345044;2.18037228135;403.0
15.6817755889;1.62199306859;162.0
15.6111922722;1.62075891457;359.0
14.5319669898;1.43844581286;96.0
16.5521210291;1.77161410045;220.0
15.2151061943;1.2950307501;98.0
18.8677291547;1.70750311468;335.0
16.6068322906;1.27626399633;110.0
18.8834958479;1.8620184284;130.0
13.7115289674;1.37454190212;207.0
14.4043847148;1.47374437947;224.0
14.7070120656;1.85318954962;109.0
17.6560508587;1.85970569853;190.0
18.3874834226;1.7597608368;185.0
17.094165999;1.4847287129;266.0
14.6468173093;1.92738185288;121.0
18.5388262122;1.99284840309;187.0
14.7316261015;1.50182205717;124.0
17.1495001372;2.03036727502;398.0
16.6751885437;1.42219643796;88.0
16.1450196481;2.24291359638;102.0
18.1504531742;1.84410146023;138.0
16.4972214592;1.66248164363;77.0
18.3203578214;1.2775816701;175.0
18.5468523312;1.89371800189;317.0
16.1652015029;1.26301593779;45.0
17.1843965255;1.44000008943;192.0
12.7356666687;1.72889542559;29.0
14.9935067831;1.2734454751;165.0
16.9245802826;2.2456662827;98.0
16.5639607096;1.83858998485;253.0
20.7997559729;4.33164260416;125.0
17.1824206847;1.70726190465;124.0
13.899738405;1.47001262932;163.0
15.2322045383;1.46223545832;105.0
26.118653868;2.0785489918;123.0
18.6099699229;1.86748433612;241.0
17.7791627979;1.7291490353;120.0
22.0759922979;1.72585281573;127.0
14.7625054108;2.06779698716;122.0
23.9966101646;3.7378872772;184.0
19.9099511936;1.66161026135;92.0
14.6090600869;2.00125726442;79.0
16.4676768127;1.39347524427;59.0
16.8430568775;1.74031459939;156.0
17.904996408;1.40415084579;56.0
15.5101400165;1.48311552257;89.0
21.1411255481;2.87123108054;234.0
18.9098562696;1.5661582028;73.0
16.6458544247;1.75489717492;123.0
15.4017136728;1.9955735173;59.0
18.753790346;1.50178012309;106.0
16.3339231273;1.51883912399;206.0
22.5836665732;1.78007533678;168.0
26.056455054;2.0291060726;122.0
15.7047466134;1.90368676115;238.0
18.2323949475;2.199775912;105.0
27.4005220288;2.73921738637;373.0
17.5311909302;2.1302486303;108.0
14.3991204613;1.65438340278;189.0
16.136973614;1.49172733661;399.0
18.9800097546;1.65236548938;383.0
15.7157361363;1.28719831552;179.0
17.0824503299;1.65568029107;392.0
15.7838064544;1.39839344483;220.0
17.3405220235;1.73768100328;100.0
16.3954569407;1.42234804801;228.0
16.7247096399;1.69745286966;142.0
16.9688215537;1.74812713782;105.0
13.0396041568;1.76543517784;37.0
17.2867012386;1.81006906349;347.0
15.07081559;2.13690932178;271.0
18.1696193734;2.04724716678;313.0
19.3042607039;2.23269682595;50.0
15.8838562004;1.36017427099;334.0
14.8309716363;1.35164462567;361.0
21.9227952918;1.4642706224;108.0
16.6215442064;1.30077092384;62.0
23.6491954853;2.58840820899;117.0
17.9360683864;1.62110983864;372.0
20.4499218502;1.95222075574;117.0
17.2463538556;1.81053665506;242.0
14.4111034226;2.01127853797;138.0
20.8837295587;2.92726361991;188.0
17.8327926579;1.54170021468;140.0
13.6911397638;1.47442268359;64.0
15.6013752507;1.46918989059;41.0
16.0040586346;1.93168020247;122.0
16.2189164694;1.84252606875;153.0
16.1584635764;1.7007769584;278.0
17.0606769586;3.2676166949;539.0
17.3660419454;2.1435530511;344.0
16.2903180101;2.08551454195;70.0
19.1234011265;1.57558228947;69.0
15.8688031261;1.33243763758;468.0
24.5381380321;1.92152265671;88.0
14.3042764144;3.13308079443;40.0
18.2888165594;1.89164958158;129.0
16.2447894873;1.51115560928;208.0
16.8053436584;2.43154011388;38.0
20.3455776414;3.7562756767;107.0
17.1163013094;1.69778483207;125.0
17.6364864187;1.7819412278;246.0
17.9124737329;1.67218531724;175.0
24.6562211164;2.02156904913;138.0
14.0239574002;1.98726502358;45.0
16.5955981794;2.23987506775;73.0
15.9598661715;2.44331285282;36.0
21.791165446;2.5981858952;134.0
16.6302187785;1.82802187218;56.0
16.4874128718;1.33933409368;61.0
15.8818445292;1.93349372552;222.0
21.482198045;2.41671391091;50.0
17.3615771165;1.7574330307;161.0
19.5076354763;1.84613482815;334.0
21.1753995322;2.15746145017;114.0
16.8184474059;1.52554475367;140.0
20.7696970697;2.06145091826;37.0
17.1150679861;1.44416656018;116.0
14.5058987986;1.82147007757;129.0
17.0296392693;1.86843118852;324.0
21.8753821653;2.48835910829;263.0
16.127819263;1.60951997546;76.0
16.8539039355;3.63905145744;68.0
17.1274364205;2.46558965162;295.0
15.5174251456;1.51588574447;94.0
18.9766049107;1.85490110245;201.0
17.9161904011;1.60158436865;104.0
23.3651962511;2.2679694414;142.0
15.1760126748;1.63600109361;40.0
14.9215258663;2.65628992351;61.0
20.3641080189;1.98596377867;65.0
15.8502496559;1.51585958415;85.0
15.2321246779;1.29180782825;80.0
15.0677919091;1.63805935413;411.0
16.0880537499;1.5112039465;155.0
17.3773902298;1.81540162392;75.0
19.4903215781;1.94469240772;129.0
16.2394892145;1.63398109345;121.0
18.6320640433;1.47753125968;159.0
12.9714065581;1.57450547407;30.0
14.5354458708;1.95566631962;112.0
16.994987313;1.36052382751;111.0
19.6802520603;1.60206751392;66.0
18.2348979627;1.57499092614;98.0
17.8130827995;2.35646128067;72.0
19.4906697924;2.20608048166;138.0
17.3186154725;3.05784099808;128.0
14.3732969623;1.44393631474;168.0
17.6432589969;1.67600615606;124.0
14.9871023336;1.57141668224;123.0
16.6485825807;1.83452848246;78.0
15.952563485;1.59906464862;130.0
15.4819501507;1.60430715511;120.0
16.5888677524;1.7684729542;79.0
25.477599352;1.6144528552;323.0
17.0045844599;1.61508219524;195.0
16.4033522965;1.18015610264;162.0
19.1749505033;1.69842052267;169.0
21.0285536025;3.58767436769;211.0
18.2153396094;1.77216237342;171.0
15.1684684723;1.97239912747;65.0
18.1067923377;2.3633731656;152.0
15.2861824982;2.23832642041;60.0
15.7151875938;1.78360873581;129.0
19.6113571551;2.63646627123;201.0
15.8196476095;1.32355755142;104.0
17.7347007168;1.49504391865;115.0
15.6119372095;1.6716229639;70.0
16.0659033522;1.52989968248;201.0
16.2565694266;2.34713260756;109.0
13.4721408938;1.87497307109;40.0
19.1999218192;1.36223096283;178.0
19.3763960967;2.41479380119;200.0
15.0768157773;1.48683019153;120.0
15.3321856442;1.44354485741;129.0
16.1990752546;1.28108748675;75.0
27.1552542101;2.47177826169;176.0
14.3704817321;1.50288291931;98.0
16.400401209;2.27169048908;163.0
16.6776133782;2.06563003435;121.0
19.1111360317;2.20537987308;156.0
17.3851828159;2.16549212849;145.0
14.6122284512;1.68391315516;159.0
16.618289171;1.5259096867;294.0
16.5075436824;1.15660440203;67.0
17.6334341678;2.06693132793;118.0
18.1126489069;1.50862901029;323.0
17.3980169117;1.47997095905;78.0
17.2234792333;1.7811616787;156.0
17.6308078802;1.62641429453;147.0
18.0552169751;1.70156848973;147.0
15.2109202942;1.85113542423;50.0
15.2486861377;2.07806138688;321.0
16.6448670265;1.89201065511;153.0
14.5379213622;1.46159065303;217.0
15.7285291079;1.37046453456;323.0
16.5113172763;1.84599437775;75.0
19.6771467767;1.88754133549;321.0
16.3743631631;1.96168675635;150.0
19.2085808035;4.72673891472;212.0
20.5157861983;2.05625113642;151.0
16.5655820679;2.03040364187;173.0
17.1562014039;1.70712231213;245.0
15.3993597147;1.30018351757;307.0
18.1052947667;1.68003616022;97.0
18.9643046815;2.2233321301;251.0
17.5759674759;3.61147415169;64.0
18.2490437346;3.87819864975;103.0
16.864777818;1.8688136643;370.0
16.2513337527;1.49556803411;49.0
18.2005864093;1.97715407683;42.0
14.8684348742;1.45403570463;179.0
17.214756507;1.63793836852;126.0
18.7447285639;2.18156152732;316.0
19.7505192396;2.04222838761;61.0
16.0720907396;1.47940754611;237.0
13.2589496891;3.30149230207;34.0
16.0573669361;2.33040284901;129.0
16.4977250297;2.30946055052;102.0
21.6902436509;2.49840938073;237.0
20.5045884714;2.11027557901;302.0
14.8196685948;1.40445601433;138.0
16.383307138;1.4544912763;141.0
16.5046539117;2.42849382827;135.0
16.1525476182;1.24402057592;184.0
14.8109723539;1.73884089011;76.0
21.5184526232;1.7294070218;71.0
15.0525040827;1.18229736993;58.0
18.2710052931;4.44469916377;207.0
18.1499690499;1.71630726282;227.0
17.1445713479;2.09253111691;40.0
21.7578173213;1.43909478857;107.0
16.4033452884;2.2996465029;65.0
16.0966209791;1.69143188074;77.0
25.7245864613;3.30070773535;151.0
19.0557960291;2.26382716481;213.0
15.9642588993;1.48103274995;294.0
14.9300501859;1.7637184761;213.0
16.7908126474;1.42901431175;91.0
18.1573591213;1.46942102356;118.0
14.7858137387;1.60010742208;98.0
18.0845669045;1.26199815328;342.0
16.2541008863;1.44200399541;289.0
15.6535439691;1.37562877709;144.0
16.436927594;1.27477412196;268.0
14.22695421;1.68090403095;97.0
16.4609674702;1.92316460431;120.0
18.4807560387;1.30098776984;61.0
16.8520007599;1.86188660837;37.0
16.3257068361;1.70282362941;98.0
15.0056351875;1.60983231871;64.0
18.5772735597;1.72234023125;440.0
16.5530986834;1.32066928501;62.0
12.8393942889;1.45266761268;30.0
13.5932227147;1.79983795298;129.0
24.2658073789;2.44196650666;254.0
25.3518100725;2.94531287233;212.0
12.3473046274;1.6520052935;43.0
16.1250462174;1.61321920043;95.0
16.9409639421;1.29454364482;162.0
14.156481424;1.64846594125;46.0
15.2196443751;1.48357559991;110.0
19.1445315884;1.88605158245;184.0
15.1610985943;1.69734136355;306.0
13.8986715817;1.6375215155;79.0
16.8491893595;2.13481638261;277.0
16.0061433307;1.38503614788;64.0
16.1261066132;1.3374935748;295.0
16.5243472394;2.26614053301;483.0
15.1782665374;1.46652166101;193.0
16.3431245806;2.72576809764;49.0
17.8567281853;1.5525154573;84.0
16.3323237146;2.30500245788;150.0
14.7224166255;1.69159258711;217.0
15.6802119297;1.9482051178;27.0
14.7777049216;1.66185300935;302.0
15.744286673;2.08266576109;105.0
18.3815469398;1.55627644585;109.0
16.793517014;1.58827969976;42.0
17.3129207021;1.75734224618;30.0
15.752624075;1.540687895;56.0
14.3573972625;1.36482483399;90.0
15.357483813;1.83275125475;153.0
14.3285555421;1.4039953821;169.0
21.6116244878;1.6611407445;124.0
17.9276036278;1.26375227631;71.0
20.9159801373;2.90384897453;151.0
17.3448697854;1.44633769613;83.0
16.9026208336;1.43343200392;157.0
15.8821442764;2.36895510445;56.0
24.2121132693;3.57126831278;146.0
14.7721515671;1.60424481507;197.0
16.1965449445;1.70873686496;114.0
13.710856803;1.24774999691;63.0
14.4430222058;1.69334283202;49.0
16.995257494;1.80716700563;95.0
17.5002390546;1.48173528158;160.0
15.7115302806;1.22902893324;188.0
14.4927119642;1.93148097751;35.0
17.355678791;1.56671380691;53.0
17.1481300118;1.68996256291;281.0
16.3923811409;1.37090011791;69.0
19.6843154497;1.28277386324;120.0
16.7956517651;1.26529351703;140.0
16.416591758;1.46869947018;86.0
14.1370861571;1.51458793395;66.0
16.5103902854;1.64574412822;103.0
17.6518733852;1.47434513596;251.0
15.5235870068;1.40546519775;82.0
16.6119280184;1.58230019959;195.0
16.8668232586;1.89963048044;106.0
17.9416883422;1.56732992822;295.0
14.1603636113;1.17321266109;302.0
16.1677424266;1.44459162448;278.0
17.4571473491;1.89600083537;125.0
14.9907133329;2.37153137981;40.0
17.0353026303;1.39601011475;94.0
13.9231842655;1.56230991495;37.0
16.2688111657;1.34508985278;194.0
17.6333184837;2.59186199365;45.0
21.1099957229;1.91982896762;91.0
17.1014346592;1.83240014611;111.0
16.9794542172;1.91283809674;164.0
17.7930812541;1.89003823936;244.0
17.8079874945;1.26920330495;135.0
15.781384854;1.70471923416;127.0
16.9696841047;1.79493903311;67.0
17.6866382937;1.59908371785;97.0
16.5840224689;1.40142509523;89.0
16.6632108538;1.57063753658;85.0
21.6811155629;1.70525064276;99.0
15.2549894869;1.21929330517;310.0
16.9682259756;1.94122082571;60.0
20.2023610642;1.26047249729;179.0
15.9567271836;1.97719019472;29.0
15.6231478324;1.70279773594;65.0
15.5064310966;1.38454631653;99.0
18.1891777136;1.83027362117;112.0
16.6985460806;1.43828288865;113.0
18.1598083438;1.44218749204;76.0
18.1613783938;1.60696613869;335.0
16.6031955286;1.73536195568;81.0
17.0510619926;1.27254627265;89.0
20.8554482493;1.84451730715;110.0
16.1340879382;1.34457391671;66.0
18.7156963297;2.13724767154;277.0
26.1522852637;2.46250173205;117.0
17.0199377989;1.66107740057;152.0
17.6447231833;1.37673328272;153.0
18.6449563699;2.57741344948;105.0
16.6329914353;1.79419908848;254.0
16.8037208221;1.60458788434;105.0
15.1247637009;1.75510504592;262.0
16.3362809037;1.47632759087;161.0
16.7056514529;1.64991287766;75.0
15.5875103934;1.54422154281;110.0
20.244186052;1.83953434938;70.0
14.6028705508;1.62713738928;112.0
18.9514001034;1.88929290259;277.0
17.3146226916;1.98187254075;144.0
14.4031072451;1.64920912067;65.0
15.702483097;1.16529798304;277.0
15.199500581;1.20821521473;360.0
14.6565973709;1.34832680137;172.0
17.0993709263;1.91748114358;41.0
13.702268779;1.2150262711;275.0
19.4411454265;1.81867452748;111.0
16.9933850906;1.32124053631;282.0
16.9064943632;1.77001056897;82.0
16.9957789091;1.67189106847;193.0
20.2076685119;2.39109582218;250.0
16.3115415517;1.93520265846;94.0
18.8464512684;1.9560133148;68.0
15.9380018021;1.80536231276;400.0
16.2687049409;1.37364378086;243.0
15.0534615611;1.96593270102;55.0
15.5931380899;1.42367140955;82.0
14.1234054683;1.50287621518;64.0
15.3137135306;1.49523772913;56.0
26.8523258825;3.02120372211;191.0
14.8113519926;1.09762699091;60.0
16.8742321876;1.83786291798;81.0
17.1857141747;2.78179091168;203.0
15.8357189927;2.47453574773;134.0
13.467564075;1.32730702178;279.0
23.9414273247;1.75947676391;104.0
14.1966401031;1.73641739749;46.0
18.877573969;4.15193054549;196.0
14.5744838713;1.96016695325;55.0
17.8390057165;3.21882621286;146.0
16.0205359631;1.53251263859;61.0
19.2773078405;2.26990421515;331.0
15.9015829033;1.561861376;113.0
21.6283165298;2.12187516502;113.0
16.501714453;2.02284721728;186.0
17.8588568145;1.28779135192;65.0
14.9278459496;1.38652294158;69.0
16.452089259;2.6139437106;462.0
21.4150576526;2.67291436947;112.0
17.3446237808;1.69990843098;78.0
18.8380304751;1.18545180542;147.0
15.8328556903;2.15919969037;48.0
14.5107981043;2.09007796544;68.0
20.5373184814;3.12610257388;112.0
