inv_elyptical_density;length_ratio;NRes
17.167862242;1.78366111912;153.0
20.1920974796;2.08324716312;80.0
15.5491770323;1.27064525439;97.0
19.917221448;2.39216941072;102.0
15.6108346978;1.66300245042;130.0
16.6905250289;1.73892704387;115.0
17.3336804232;1.5956017754;82.0
13.682848456;1.6769137235;31.0
17.1882599515;1.7545757205;71.0
20.2339998618;3.66042875402;104.0
16.8888315777;1.84691856861;261.0
16.914041418;2.06495272132;67.0
15.7718892154;2.09458119062;89.0
16.4207902968;1.30968268714;131.0
16.4563220072;1.7190547188;117.0
21.7103596719;3.15196204923;124.0
17.026412555;1.49507916235;419.0
20.1188659326;1.93123528847;186.0
15.5074548893;1.58996877788;195.0
15.1939190954;1.5210377421;60.0
21.2309768863;1.64900775961;91.0
14.6304932818;1.83012623829;28.0
15.2548373689;1.54060274862;125.0
14.427464564;1.26025800355;118.0
15.0665311408;2.00726865064;90.0
21.5991074315;1.69253561834;78.0
16.1138316406;1.63307470521;86.0
11.8197611999;2.47364452684;23.0
14.9426702532;1.90912609638;53.0
17.0835696718;1.69140689631;246.0
15.032336609;1.82083890092;104.0
17.7487314135;1.87752430162;410.0
14.7987756666;1.7438818052;66.0
16.1894439696;2.16362173143;309.0
12.1917609589;1.63903068427;31.0
16.6801229375;1.48149724812;44.0
21.8802814877;2.72231161276;65.0
20.0889119613;1.99605531112;195.0
19.6920082885;1.4359842682;98.0
14.4386296742;1.71064816044;99.0
13.4937549605;1.19784683865;274.0
15.8154383647;1.51248459599;112.0
16.7802861751;2.46389215486;121.0
22.9810672957;2.00449661212;90.0
19.3217537578;1.59286980508;71.0
25.1942758708;2.6493170547;198.0
15.9818732362;2.22883681786;37.0
17.7066813879;2.01109596772;68.0
14.5441906426;1.61933355074;47.0
13.8765199305;2.85171739495;35.0
14.4387030238;1.77792908713;147.0
13.4317138591;2.18670108217;21.0
18.7205295874;1.75925483975;323.0
17.8338216235;1.54752869057;89.0
14.4669078456;2.11746593243;47.0
23.3105975676;1.84579260669;71.0
22.9185834069;3.0219185162;160.0
16.0128417904;1.14587338068;58.0
14.3758725637;1.78403142642;68.0
18.8218739456;1.90157405901;357.0
17.934092962;1.84711217616;108.0
18.3384250578;2.10810164123;184.0
13.1459997669;2.06539246119;46.0
14.735586198;1.38064069622;269.0
21.1476596379;3.35745790036;118.0
15.707262428;1.64332240131;123.0
15.8588956204;2.16752664668;136.0
14.3877485128;1.37981847456;125.0
14.8978881833;1.66660644872;334.0
19.5363554604;1.80744905896;333.0
15.5679303023;1.56863968648;122.0
14.3429622948;2.01081153524;110.0
18.079950744;1.49198637755;89.0
15.7896179862;1.59622690727;352.0
17.2296347666;1.42667215209;149.0
16.6918321287;1.1901844283;166.0
15.1509280183;1.65570352704;145.0
16.7134278869;1.66952149896;101.0
16.3809414101;2.23738779076;111.0
20.6028606659;1.47411686343;96.0
19.4022479886;2.50773504703;71.0
15.7160565083;1.53222638914;97.0
15.4735246268;1.74261724292;64.0
15.8279318912;1.80263302769;207.0
16.5216496132;1.70903946998;122.0
20.4941735219;2.8330953577;259.0
15.501154912;2.19956763662;120.0
17.3098839954;1.61623159567;123.0
28.0683106292;2.0979593166;102.0
15.1306685545;1.98701549353;30.0
16.1044153279;1.79278952539;309.0
16.0552581816;2.2146221511;129.0
17.8645214506;2.20486200555;111.0
15.6454543376;1.64860177636;257.0
16.1355176296;1.473863162;253.0
15.1547272469;1.22783174485;353.0
18.0755220707;1.5561583205;89.0
15.1977692279;1.45587254345;96.0
18.9349698163;1.9542398489;76.0
28.2835136473;1.6246490995;107.0
15.8071023862;1.41910904727;91.0
18.08580339;2.27630215046;346.0
17.6272144287;1.9778986305;206.0
22.7543656828;1.61877909221;133.0
15.8083042511;1.50598661014;174.0
14.968610276;1.36495645431;109.0
19.7841666818;2.63954130446;87.0
15.9785884848;1.90855707678;70.0
18.2526122936;2.31674538068;313.0
18.019168165;1.75010411571;367.0
16.4601138711;2.1356770916;63.0
18.0287467129;1.52532589347;144.0
18.6611137594;1.25496210956;174.0
18.5584685783;1.53842817538;151.0
17.0393295823;1.60074067843;416.0
17.5312933969;1.50611139326;73.0
16.6661059916;1.59051485018;124.0
14.7201492692;1.83194464364;262.0
19.4016069934;1.79963013901;283.0
15.589823923;1.79000689945;114.0
14.7096134081;1.4340330679;106.0
17.558890292;2.08514252589;189.0
22.0082332586;2.04161929214;172.0
14.8944950115;3.35976781193;85.0
15.4202171904;1.46844027184;237.0
15.000129229;1.98689435918;69.0
14.0963517598;1.4071098722;87.0
21.9828503292;2.57828837956;102.0
15.7410407782;1.62217670477;66.0
17.3818472223;1.66322502458;230.0
16.7329089252;1.78724167025;362.0
17.0868538512;1.48234695234;79.0
15.1119080781;2.68089051935;70.0
15.1713234312;1.36161576866;144.0
14.8413119649;1.86264720017;131.0
13.9188507261;1.75854908825;23.0
17.8673682264;1.47411741748;111.0
14.9282055085;2.550520677;156.0
16.6379061479;2.08165815027;181.0
22.5770721642;3.39283078313;185.0
13.6966259355;1.58079298048;36.0
21.6246377109;1.97288748035;374.0
14.8105074326;1.52319571407;150.0
16.9095826746;1.86620749192;95.0
17.0128364407;1.52597388892;101.0
22.7906785544;4.289683296;185.0
15.0423670865;2.05459329884;121.0
15.1948335684;1.72118130361;59.0
17.3415997785;1.9921936185;107.0
18.7918694235;1.9523975613;94.0
15.6331958997;1.57973958052;128.0
18.2091172938;1.94336650516;111.0
15.7331816488;1.49067976042;77.0
21.8422383486;1.61917340656;77.0
16.0245006487;1.78676408926;122.0
14.601930011;1.77013140912;116.0
15.8693871069;2.32992277288;184.0
20.0446446438;1.86104558698;96.0
12.993918107;3.00198560136;38.0
16.8336113115;2.00009810618;105.0
18.0123293635;1.99729447668;166.0
17.1170768136;1.98681215213;221.0
15.0641959997;2.68408519674;46.0
12.6114033873;2.27955891276;36.0
13.5172251733;1.67144373692;98.0
21.8030100131;2.18151466111;183.0
25.1548587099;3.32967484529;181.0
20.9119259538;1.50527143725;451.0
15.7031615331;1.49884612716;210.0
15.7690134449;1.83870325;116.0
15.4286179233;1.61979418703;316.0
16.2199888912;1.64240743664;186.0
17.6375602852;1.52266314834;69.0
14.587028401;1.70550769489;129.0
18.5587907437;1.58667030855;102.0
15.9417991495;2.14662502296;122.0
15.2095867298;1.63792526308;129.0
15.8338859366;2.2195781602;119.0
13.0372057728;2.1118823467;21.0
14.7979264471;2.47106036183;62.0
17.9188602905;1.59689639116;147.0
21.5869237369;1.5754139656;76.0
